"ID","symbtypes","relative","absolute","colony","Region","Locality","replicate","Site","Season","Qubit..ng.uL.","species","clade","symbtypes_s","species_colony"
"ML5961","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",26507,0.929972283619268,212,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling",">60","P.meandrina","D","D1","P.meandrina 212"
"ML5960","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",24141,0.923491832753147,211,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling","45,1","P.verrucosa","D","D1","P.verrucosa 211"
"ML6058","C42a/C1d-C1mt-C42.2-C1-C1b",355,0.00985344731875208,189,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Wet","51.1","P.verrucosa","C","C42a","P.verrucosa 189"
"ML6058","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",33224,0.922171644276674,189,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Wet","51.1","P.verrucosa","D","D1","P.verrucosa 189"
"ML6045","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",18818,0.91988072542406,185,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Wet","30.7","P.meandrina","D","D1","P.meandrina 185"
"ML6006","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",19993,0.918964883250598,157,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Wet","1.35","P.meandrina","D","D1","P.meandrina 157"
"ML6002","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",27083,0.918503696669606,155,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Wet","5.06","P.meandrina","D","D1","P.meandrina 155"
"ML5854","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",22035,0.91774260724698,156,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Upwelling",">60","P.meandrina","D","D1","P.meandrina 156"
"ML6026","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",17123,0.916992448990521,168,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Wet","27.3","P.meandrina","D","D1","P.meandrina 168"
"ML6025","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",18125,0.916839496180889,168,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Wet","50","P.meandrina","D","D1","P.meandrina 168"
"ML5962","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",27019,0.915463847665515,212,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling","55","P.meandrina","D","D1","P.meandrina 212"
"ML6034","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",17476,0.915165479681609,198,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Wet","13.3","P.meandrina","D","D1","P.meandrina 198"
"ML5853","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",22446,0.914669926650367,156,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Upwelling","6.48","P.meandrina","D","D1","P.meandrina 156"
"ML6021","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",23280,0.913872968516919,167,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Wet","141","P.verrucosa","D","D1","P.verrucosa 167"
"ML6035","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",13700,0.913698812858477,198,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Wet","10.1","P.meandrina","D","D1","P.meandrina 198"
"ML5832","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",28325,0.912591017462465,199,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Upwelling","11.5",NA,"D","D1","NA 199"
"ML6043","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",17762,0.91250963267403,195,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Wet","79.7",NA,"D","D1","NA 195"
"ML5873","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",4283,0.912441414571794,167,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Upwelling","39.5","P.verrucosa","D","D1","P.verrucosa 167"
"ML6004","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",19705,0.912352995647745,156,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Wet","45.8","P.meandrina","D","D1","P.meandrina 156"
"ML6037","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",16031,0.911525558651276,197,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Wet","34.3","P.meandrina","D","D1","P.meandrina 197"
"ML6003","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",24978,0.911373006896048,156,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Wet","91.4","P.meandrina","D","D1","P.meandrina 156"
"ML6057","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",25839,0.911235717308506,189,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Wet","318","P.verrucosa","D","D1","P.verrucosa 189"
"ML5829","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",27025,0.910852713178295,198,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Upwelling","9.97","P.meandrina","D","D1","P.meandrina 198"
"ML5864","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",22258,0.91083193518026,159,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Upwelling","30.6","P.verrucosa","D","D1","P.verrucosa 159"
"ML5845","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",22025,0.909372419488026,188,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Upwelling","21.7","P.meandrina","D","D1","P.meandrina 188"
"ML5953","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",14931,0.908598551694761,209,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling","44,1","P.meandrina","D","D1","P.meandrina 209"
"ML6036","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",14127,0.907963236711871,197,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Wet","14.6","P.meandrina","D","D1","P.meandrina 197"
"ML5882","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",20873,0.907087914475686,175,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Upwelling","157","P.verrucosa","D","D1","P.verrucosa 175"
"ML6044","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",17560,0.90599525332783,195,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Wet","28.7",NA,"D","D1","NA 195"
"ML5954","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",19218,0.905825791855204,209,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling",">60","P.meandrina","D","D1","P.meandrina 209"
"ML6033","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3403,0.905293961159883,198,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Wet","118","P.meandrina","D","D1","P.meandrina 198"
"ML6048","C1d/C42a/C42.2-C1mt",204,0.0097226193880469,186,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Wet","49.4","P.meandrina","C","C1d","P.meandrina 186"
"ML6048","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",18973,0.904251262987323,186,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Wet","49.4","P.meandrina","D","D1","P.meandrina 186"
"ML6000","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",21435,0.904239611896224,155,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Wet","220","P.meandrina","D","D1","P.meandrina 155"
"ML6005","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",16598,0.904079742905387,156,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Wet","5.36","P.meandrina","D","D1","P.meandrina 156"
"ML5844","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",20373,0.90349904652091,188,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Upwelling","39.1","P.meandrina","D","D1","P.meandrina 188"
"ML6015","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",26475,0.901890648952478,165,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Wet","78.2","P.meandrina","D","D1","P.meandrina 165"
"ML5849","C42a-C42.2-C1-C42ak-C1b",320,0.0113230246629631,189,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Upwelling","37.7","P.verrucosa","C","C42a","P.verrucosa 189"
"ML5849","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",25467,0.901135840911504,189,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Upwelling","37.7","P.verrucosa","D","D1","P.verrucosa 189"
"ML6039","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",18386,0.900832925036747,196,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Wet","6.33","P.meandrina","D","D1","P.meandrina 196"
"ML6027","C1d/C42a/C42.2-C1",293,0.0153571990146234,169,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Wet","600","P.meandrina","C","C1d","P.meandrina 169"
"ML6027","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",17180,0.900466481471775,169,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Wet","600","P.meandrina","D","D1","P.meandrina 169"
"ML6024","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",18901,0.900433519127245,168,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Wet","600","P.meandrina","D","D1","P.meandrina 168"
"ML5855","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",24493,0.900312442565705,156,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Upwelling","29.2","P.meandrina","D","D1","P.meandrina 156"
"ML6215","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",5327,0.899223497636732,198,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Non-upwelling","327","P.meandrina","D","D1","P.meandrina 198"
"ML6031","C1d-C1mt-C1nq",272,0.0134274571752974,199,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Wet","26.4",NA,"C","C1d","NA 199"
"ML6031","C1",33,0.00162906649553241,199,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Wet","26.4",NA,"C","C1","NA 199"
"ML6031","C3",27,0.00133287258725379,199,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Wet","26.4",NA,"C","C3","NA 199"
"ML6031","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",18212,0.89904724292837,199,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Wet","26.4",NA,"D","D1","NA 199"
"ML6038","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",14981,0.898680263947211,197,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Wet","18.9","P.meandrina","D","D1","P.meandrina 197"
"ML5874","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",4038,0.898131672597865,168,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Upwelling","30.9","P.meandrina","D","D1","P.meandrina 168"
"ML6020","C1d-C1mt-C1nq-C42.2-C1-C42em",441,0.0222054380664653,166,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Wet","36.5","P.meandrina","C","C1d","P.meandrina 166"
"ML6020","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",17817,0.897129909365559,166,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Wet","36.5","P.meandrina","D","D1","P.meandrina 166"
"ML6046","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",17882,0.896430719871666,185,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Wet","46.3","P.meandrina","D","D1","P.meandrina 185"
"ML6032","C1d-C1mt-C1nq",58,0.00304525884700199,199,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Wet","71",NA,"C","C1d","NA 199"
"ML6032","C1k",14,0.000735062480310826,199,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Wet","71",NA,"C","C1k","NA 199"
"ML6032","C1/C3/C42.2",125,0.00656305785991809,199,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Wet","71",NA,"C","C1","NA 199"
"ML6032","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",17073,0.896408694739053,199,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Wet","71",NA,"D","D1","NA 199"
"ML5969","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",23041,0.896257974171464,214,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling",">60","P.verrucosa","D","D1","P.verrucosa 214"
"ML6029","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",18580,0.895767042715264,169,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Wet","600","P.meandrina","D","D1","P.meandrina 169"
"ML5865","C1d/C42a/C42.2-C1",167,0.00698160535117057,165,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Upwelling","52","P.meandrina","C","C1d","P.meandrina 165"
"ML5865","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",21420,0.895484949832776,165,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Upwelling","52","P.meandrina","D","D1","P.meandrina 165"
"ML5967","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",18000,0.893788172203188,214,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling",">60","P.verrucosa","D","D1","P.verrucosa 214"
"ML5830","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",20992,0.893428668709568,198,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Upwelling","6.57","P.meandrina","D","D1","P.meandrina 198"
"ML6001","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",19211,0.89216551339804,155,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Wet","25.3","P.meandrina","D","D1","P.meandrina 155"
"ML5850","C42a/C42.2/C1/C1b-C1j-C1au-C3",388,0.0163155460241369,155,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Upwelling","18.9","P.meandrina","C","C42a","P.meandrina 155"
"ML5850","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",21203,0.891594129767461,155,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Upwelling","18.9","P.meandrina","D","D1","P.meandrina 155"
"ML6248","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",6588,0.889789303079417,202,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Non-upwelling","371","P.meandrina","D","D1","P.meandrina 202"
"ML6067","C1d",59,0.00200434841690447,202,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Wet","44.4","P.meandrina","C","C1d","P.meandrina 202"
"ML6067","C42a/C42.2/C1b",187,0.00635276532137519,202,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Wet","44.4","P.meandrina","C","C42a","P.meandrina 202"
"ML6067","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",26155,0.888537844815872,202,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Wet","44.4","P.meandrina","D","D1","P.meandrina 202"
"ML5833","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",13768,0.886999098054374,199,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Upwelling","22.6",NA,"D","D1","NA 199"
"ML6007","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",21989,0.88618869141176,157,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Wet","11.3","P.meandrina","D","D1","P.meandrina 157"
"ML5955","C1d-C42.2-C1-C1nr",203,0.0111593645209169,210,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling",">60","P.verrucosa","C","C1d","P.verrucosa 210"
"ML5955","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",16113,0.885767687317904,210,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling",">60","P.verrucosa","D","D1","P.verrucosa 210"
"ML6049","C42a/C1d-C1mt-C42.2-C1-C1b",584,0.0276266616207011,186,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Wet","50","P.meandrina","C","C42a","P.meandrina 186"
"ML6049","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",18716,0.88537773783055,186,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Wet","50","P.meandrina","D","D1","P.meandrina 186"
"ML6047","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",17571,0.885367328428903,185,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Wet","32.6","P.meandrina","D","D1","P.meandrina 185"
"ML6068","C42a/C1d-C1mt-C42.2-C1-C1b",259,0.0112647877522617,202,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Wet","40.5","P.meandrina","C","C42a","P.meandrina 202"
"ML6068","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",20346,0.884916492693111,202,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Wet","40.5","P.meandrina","D","D1","P.meandrina 202"
"ML5968","C1d-C42.2-C1-C1nr",187,0.00724076512042128,214,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling",">60","P.verrucosa","C","C1d","P.verrucosa 214"
"ML5968","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",22832,0.884070316735073,214,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling",">60","P.verrucosa","D","D1","P.verrucosa 214"
"ML6336","C1d-C42.2-C1-C1k-C1b-C3cg",344,0.0287842021588152,212,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","134","P.meandrina","C","C1d","P.meandrina 212"
"ML6336","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",10558,0.883440716258054,212,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","134","P.meandrina","D","D1","P.meandrina 212"
"ML6069","C3/C115d",17,0.000549379524301965,201,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Wet","50","P.meandrina","C","C3","P.meandrina 201"
"ML6069","C42a/C42.2-C1b-C1-C42b-C1au",812,0.0262409513960703,201,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Wet","50","P.meandrina","C","C42a","P.meandrina 201"
"ML6069","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",27281,0.88162487073423,201,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Wet","50","P.meandrina","D","D1","P.meandrina 201"
"ML5858","C1d/C42a/C42.2-C1mt",196,0.0107409031126699,157,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Upwelling","34.2","P.meandrina","C","C1d","P.meandrina 157"
"ML5858","C1b",18,0.000986409469530908,157,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Upwelling","34.2","P.meandrina","C","C1b","P.meandrina 157"
"ML5858","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",16079,0.881137658921526,157,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Upwelling","34.2","P.meandrina","D","D1","P.meandrina 157"
"ML5863","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",708,0.0283972404941441,159,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Upwelling",">60","P.verrucosa","C","C42a","P.verrucosa 159"
"ML5863","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",21864,0.876945291192042,159,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Upwelling",">60","P.verrucosa","D","D1","P.verrucosa 159"
"ML5834","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",17586,0.876058583242005,199,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Upwelling","16.1",NA,"D","D1","NA 199"
"ML5875","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3553,0.875986193293886,168,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Upwelling","24.9","P.meandrina","D","D1","P.meandrina 168"
"ML6246","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",6431,0.8743711760707,202,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Non-upwelling","181","P.meandrina","D","D1","P.meandrina 202"
"ML5914","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",709,0.0311799111658384,226,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Upwelling","160","P.meandrina","C","C1d","P.meandrina 226"
"ML5914","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",19863,0.873521263028277,226,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Upwelling","160","P.meandrina","D","D1","P.meandrina 226"
"ML6012","C42a/C42.2/C1b",445,0.0221194949796202,159,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Wet","245","P.verrucosa","C","C42a","P.verrucosa 159"
"ML6012","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",17556,0.872651356993737,159,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Wet","245","P.verrucosa","D","D1","P.verrucosa 159"
"ML5831","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",21481,0.871864599399302,198,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Upwelling","32.1","P.meandrina","D","D1","P.meandrina 198"
"ML6030","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",299,0.871720116618076,199,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Wet","7.94",NA,"D","D1","NA 199"
"ML5859","C42a/C1d-C1mt-C42.2-C1-C1b",192,0.00963613550815558,158,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Upwelling","50","P.meandrina","C","C42a","P.meandrina 158"
"ML5859","C3/C115d",15,0.000752823086574655,158,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Upwelling","50","P.meandrina","C","C3","P.meandrina 158"
"ML5859","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",17365,0.871518193224592,158,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Upwelling","50","P.meandrina","D","D1","P.meandrina 158"
"ML5886","C42a/C42.2/C1/C1b-C1j-C1au-C3",1244,0.0400218769102081,177,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Upwelling","41","P.meandrina","C","C42a","P.meandrina 177"
"ML5886","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",26993,0.868416819483319,177,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Upwelling","41","P.meandrina","D","D1","P.meandrina 177"
"ML6343","C1d-C1mt-C42.2-C1-C3cg-C1b",636,0.0638746610424827,209,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","23.9","P.meandrina","C","C1d","P.meandrina 209"
"ML6343","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",8628,0.866526062066888,209,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","23.9","P.meandrina","D","D1","P.meandrina 209"
"ML6273","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",7351,0.865536324031555,216,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","166","P.verrucosa","D","D1","P.verrucosa 216"
"ML5912","C1d/C1bi-C42.2-C1",415,0.0240134243721791,225,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Upwelling","149","P.verrucosa","C","C1d","P.verrucosa 225"
"ML5912","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",14894,0.861821548431894,225,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Upwelling","149","P.verrucosa","D","D1","P.verrucosa 225"
"ML6155","C1d/C1bi-C42.2-C1",361,0.0390819530150482,226,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Wet","159","P.meandrina","C","C1d","P.meandrina 226"
"ML6155","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",7951,0.860777308649995,226,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Wet","159","P.meandrina","D","D1","P.meandrina 226"
